post,responseid,duplicated,age,genderselectedchoice,raceblackafricanamerican,raceasianasianamerican,racehispaniclatinx,racenativeamericanindigenous,racenativehawaiianpacificislande,racemultiracial,racewhite,raceother,grade,primarylanguagespokenathome,program,fellow,school,whatschooldoyounormallyattendoth,q1like,q1fun,q1bored,q1todo,q2interested,q2talkupset,q2help,q2listen,q3close,q3support,q3friends,workdone,tryharderinschool,dobetterinschool,enjoyschoolmore,moreconfident_college,explorecollegeoptions,explorecareer,buildrelationships,identifycaringadult,caringadultlisten,q4learn,q4grades,q4useful,q4well,q4important,q5listen,q5important,q5raceknow,q5racelike,q6part,q6care,q6happy,q6fun,q6enjoy,q7doolder,q7college,q7interests,q7goals,q8courses,q8activities,q8financial,q8chances,q9successful,q9graduate,q9college,male,EmotionalEngagement,CognitiveEngagement,q1boredreverse,TEPPSProgEng,TEPPSProgAdult,TEPPSProgramSafety,PYDNhood,PYDDiversity,AdultPlanning,AdultAcademic,AnticipateHappen,dup,MPF: Youth Tracker,Time Served for this Reporting Period (minutes),Student Status (Active),Student Status (No student contact this reporting period),Student Status (Student no longer with the program)
0,R_WezzxORc573mzcd,TRUE,5,2,1,0,0,0,0,0,0,,10,Spanish and English,714,1,455,,4,4,2,4,4,4,4,4,3,4,4,,,,,,,,,,,4,4,3,4,4,1,1,3,4,4,4,4,4,4,3,3,3,3,2,2,1,2,2,3,3,0,4,4,3,4,4,11,1,4,3,2,3,0,SquashBusters Boston,148315,221,17,13
1,R_3eslUmoafgsBqYF,TRUE,5,2,0,0,0,0,0,1,0,,10,30,714,0,455,,3,3,2,3,4,4,4,4,3,3,4,7,8,4,7,7,7,7,7,7,7,4,4,3,3,4,4,1,4,5,5,5,4,4,5,3,1,3,3,3,3,1,1,2,3,3,0,5,4,3,3,4,10,3,5,3,2,3,0,SquashBusters Boston,148315,221,17,13
0,R_A67opWWY6Q20nRf,TRUE,6,1,1,0,0,0,0,0,0,,11,English,714,0,455,,4,4,2,4,4,4,4,4,3,3,3,,,,,,,,,,,4,4,4,4,4,4,4,3,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,4,4,3,4,4,9,4,4,3,3,3,0,SquashBusters Boston,148315,221,17,13
1,R_3PjVYEYYoTo6G7D,TRUE,7,1,1,0,0,0,0,0,0,,11,20,714,1,455,,4,4,1,4,4,4,4,4,3,4,4,7,8,8,7,7,7,7,8,8,8,4,4,4,4,4,3,3,3,4,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,1,5,4,4,4,4,11,3,4,3,3,3,0,SquashBusters Boston,148315,221,17,13
0,R_07bcdLoXFQ3vJ4Z,FALSE,6,1,1,0,0,0,0,0,0,,11,English,714,0,455,,4,3,2,4,4,4,4,4,3,4,4,,,,,,,,,,,4,4,3,4,4,2,1,4,4,5,4,5,5,4,3,3,3,3,3,3,2,3,3,3,3,1,5,4,3,4,4,11,2,4,3,3,3,0,SquashBusters Boston,148315,221,17,13
0,R_3iJ91ndY8BFzJGQ,TRUE,7,1,1,0,0,0,0,0,0,,11,English,714,0,423,,3,3,2,3,4,4,4,4,3,3,3,,,,,,,,,,,3,4,3,4,4,4,4,4,4,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,2,4,3,3,4,9,4,4,3,3,3,0,SquashBusters Boston,148315,221,17,13
1,R_cTL9OzalcmguABr,TRUE,8,1,1,0,0,0,0,0,0,,11,20,714,0,423,,4,3,2,4,4,4,4,4,4,4,4,8,8,7,7,7,8,7,8,8,8,3,3,2,3,4,3,2,2,3,2,4,4,2,2,3,3,3,3,2,3,2,3,3,3,3,1,3,3,3,4,4,12,3,3,3,3,3,0,SquashBusters Boston,148315,221,17,13
0,R_3hFkvL7vRJ4Uj2W,FALSE,5,3,0,0,0,0,0,1,0,,10,engrish,714,0,455,,1,1,4,1,1,1,1,1,1,1,4,,,,,,,,,,,1,3,1,2,4,1,1,5,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,1,6,1,4,1,1,1,0,SquashBusters Boston,148315,221,17,13
0,R_1LtETzkoBrC6Dom,FALSE,6,1,0,1,0,0,0,0,0,,11,Vietnamese,714,0,455,,3,3,3,3,2,2,3,3,2,2,4,,,,,,,,,,,4,4,2,4,4,1,1,1,5,2,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,4,2,3,3,8,1,3,1,2,3,0,SquashBusters Boston,148315,221,17,13
0,R_2xFWtHZ7VG1HFmM,TRUE,6,2,0,1,0,0,0,0,0,,10,VIetnamese,714,1,455,,4,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,3,4,3,4,4,3,4,2,5,4,4,2,2,4,3,3,3,3,2,3,3,3,2,3,2,0,3,4,3,4,4,12,4,4,3,3,2,0,SquashBusters Boston,148315,221,17,13
1,R_bvJBYch4Ul0xrQl,TRUE,6,2,0,1,0,0,0,0,0,,10,35,714,1,455,,4,4,2,4,4,4,4,4,4,4,3,7,8,8,8,7,7,7,8,8,8,4,4,2,4,3,5,3,2,5,5,2,2,4,1,1,2,3,3,2,3,3,3,3,3,2,0,3,3,3,4,4,11,4,4,2,3,3,0,SquashBusters Boston,148315,221,17,13
1,R_3D7phRBLZoLLv9j,FALSE,6,2,0,1,0,0,0,0,0,,10,35,714,1,455,,4,4,1,4,4,4,4,4,4,4,4,8,7,8,7,8,8,8,8,8,8,4,4,2,3,4,5,5,5,5,2,2,2,4,2,3,3,3,3,3,3,3,3,3,2,2,0,2,3,4,4,4,12,5,5,3,3,2,0,SquashBusters Boston,148315,221,17,13
0,R_3RgUuNH2UkBOsbD,FALSE,6,2,0,0,0,0,0,0,0,,11,Spanish,714,0,447,,4,3,1,3,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,4,4,4,2,4,3,3,3,3,3,3,3,3,3,3,2,0,4,4,4,4,4,12,5,5,3,3,3,0,SquashBusters Boston,148315,221,17,13
0,R_2aQXIW1lgTSSuRc,FALSE,5,1,0,0,0,0,0,0,0,,10,Spanish/English,714,1,455,,3,3,2,3,3,3,3,3,3,3,3,,,,,,,,,,,3,4,3,4,4,3,4,4,4,4,2,4,2,2,2,2,2,3,2,2,1,2,2,3,2,1,3,4,3,3,3,9,4,4,2,2,2,0,SquashBusters Boston,148315,221,17,13
0,R_1QmtqLesij5Oqlr,FALSE,7,2,1,0,0,0,0,0,1,,10,Cape Verden creole and english,714,1,399,,4,4,1,3,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,4,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,0,3,4,4,4,4,12,5,5,3,3,3,0,SquashBusters Boston,148315,221,17,13
0,R_1H1Yqg3AS9H2XAn,TRUE,6,2,1,0,0,0,0,0,0,1,11,English,714,0,455,,3,4,2,4,4,4,4,4,3,4,4,,,,,,,,,,,4,4,3,4,4,3,3,4,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,5,4,3,4,4,11,3,5,3,3,3,0,SquashBusters Boston,148315,221,17,13
1,R_2dDNvO6cX5yryxM,TRUE,6,2,1,0,0,0,0,0,0,,11,20,714,1,455,,4,4,2,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,4,4,3,4,4,4,4,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,5,4,3,4,4,12,4,5,3,3,3,0,SquashBusters Boston,148315,221,17,13
1,R_qxQnISsMO3lpzy1,TRUE,6,2,0,1,0,0,0,0,0,,10,35,714,1,455,,4,4,2,3,4,3,3,4,3,3,3,7,7,7,7,7,7,7,8,7,7,3,4,3,3,4,2,3,3,5,4,4,4,4,4,2,3,2,2,2,2,2,2,3,3,3,0,4,3,3,4,4,9,3,4,2,2,3,0,SquashBusters Boston,148315,221,17,13
0,R_1NCTT3SjUpgaKAi,FALSE,5,3,0,0,0,0,0,0,0,1,10,engrish,714,0,455,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,2,1,3,1,1,1,1,1,0,SquashBusters Boston,148315,221,17,13
0,R_1oBTlGQ9M50pgAT,FALSE,5,2,0,0,0,0,0,0,0,,10,espanol,714,0,464,,3,3,2,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,3,3,3,3,2,4,1,1,1,3,3,2,2,2,2,2,2,4,4,4,0,2,3,3,3,3,9,3,3,3,2,4,0,SquashBusters Boston,148315,221,17,13
0,R_1FnTJqqNj1RP3RO,FALSE,5,1,0,0,0,0,0,0,0,,10,spanish,714,1,455,,3,3,2,4,4,4,4,4,4,3,4,,,,,,,,,,,4,4,4,3,4,4,1,3,4,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,1,4,4,3,3,4,11,3,4,3,3,3,0,SquashBusters Boston,148315,221,17,13
0,R_1msZFz25id7fINv,TRUE,6,1,1,0,0,0,0,0,0,,11,english ,714,0,476,Boston green academy,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,3,4,4,3,4,3,5,4,4,4,4,4,3,3,3,2,3,2,2,3,3,3,3,1,4,4,4,4,4,12,4,4,3,3,3,0,SquashBusters Boston,148315,221,17,13
0,R_1eKJJrEBLOTkW6b,FALSE,5,2,0,0,0,0,0,0,0,,10,spanish,714,0,455,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,12,5,5,3,3,3,0,SquashBusters Boston,148315,221,17,13
0,R_1HhlhTMBf9CKCM8,FALSE,5,2,1,0,0,0,0,0,0,,10,english,714,1,455,,4,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,3,3,5,5,4,4,4,2,2,3,3,3,3,2,3,3,3,2,2,2,0,4,4,3,4,4,12,3,5,3,3,2,0,SquashBusters Boston,148315,221,17,13
0,R_3m44M20HUhJcaec,FALSE,7,2,0,0,0,0,0,0,0,,11,Spanish,714,0,455,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,3,4,4,3,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,12,4,4,3,3,3,0,SquashBusters Boston,148315,221,17,13
0,R_2yrvV1ZLtkfylVe,FALSE,6,1,1,0,0,0,0,0,0,,11,English,714,0,399,,3,3,2,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,4,2,3,3,4,4,4,4,4,4,2,3,2,3,2,2,1,2,2,3,3,1,4,3,3,3,3,9,3,4,3,2,3,0,SquashBusters Boston,148315,221,17,13
1,R_73RWctPdnd0yoDf,TRUE,7,2,1,0,0,0,0,0,0,,11,20,711,1,,,3,4,4,4,3,3,4,4,3,3,3,7,7,7,7,7,4,7,7,7,7,3,3,3,2,3,5,4,4,4,4,4,4,4,2,1,3,3,3,3,3,3,3,3,3,3,0,4,3,1,3,4,9,5,4,3,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_PHzpptXf6bfPfK9,TRUE,6,2,1,0,0,0,0,0,0,,11,pigin/english,711,1,,,4,4,1,4,4,3,3,3,3,4,4,,,,,,,,,,,4,4,4,4,4,3,5,5,5,4,4,5,5,2,3,3,3,3,3,3,3,3,3,3,3,0,4,4,4,4,3,11,4,5,3,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_2TNp72FZXqFRdut,FALSE,6,2,0,0,0,0,0,0,0,,11,english and spanish,711,0,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,3,3,4,5,4,5,2,2,4,2,3,2,3,2,2,2,1,2,3,2,0,4,4,4,4,4,12,3,5,3,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_1exWl0oMyxH29ry,FALSE,2,3,1,0,0,0,0,0,0,,7,English,711,1,,,3,3,1,3,1,4,4,3,2,3,4,,,,,,,,,,,3,4,3,3,3,1,1,5,4,4,4,4,4,4,3,1,2,3,2,2,2,3,2,3,3,0,4,3,4,3,3,9,1,5,2,2,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_28RKFYLnGKiBHwr,FALSE,6,2,0,1,0,0,0,0,0,,11,English,711,0,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,4,5,5,4,5,5,5,5,3,3,3,3,3,3,2,2,3,3,3,0,5,4,4,4,4,12,4,5,3,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_22ump5g24gz8MBO,FALSE,4,2,0,0,0,0,0,0,1,,7,English,711,1,,,4,3,2,3,1,2,1,4,2,3,2,,,,,,,,,,,3,4,3,2,3,2,3,4,5,4,4,4,2,4,2,3,2,1,1,1,1,1,1,2,1,0,4,3,3,3,2,7,3,5,2,1,1,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_1C9YzA7PFMhCR5S,TRUE,5,2,1,0,0,0,0,0,0,,10,yoruba,711,1,,,4,4,2,3,4,3,3,4,4,4,4,,,,,,,,,,,3,3,3,3,3,3,3,4,4,,4,4,4,4,3,3,2,3,2,3,3,3,3,3,3,0,,3,3,4,4,12,3,4,3,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
1,R_2aldhxJ0kDHKVR4,TRUE,6,2,1,0,0,0,0,0,0,,10,36,711,1,,,4,4,1,4,4,4,4,4,4,4,4,1,8,4,8,8,4,8,7,8,8,3,3,1,4,4,4,3,5,5,2,2,4,4,2,3,3,2,2,2,3,2,2,2,3,2,0,3,3,4,4,4,12,4,5,3,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_p3I1ACtv6iz55Dj,FALSE,3,2,0,0,0,0,0,0,0,,7,Spanish,711,1,,,4,4,1,3,4,4,4,4,4,4,3,,,,,,,,,,,3,4,3,3,3,3,2,2,3,4,4,4,4,4,3,3,3,3,3,2,1,3,2,3,3,0,4,3,4,4,4,11,3,3,3,2,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_29iDD9VotkkRVCC,TRUE,6,2,0,0,0,0,0,0,0,,11,English/spanish,711,0,,,4,3,2,4,4,3,3,4,3,3,4,,,,,,,,,,,3,4,3,4,3,4,4,4,5,4,4,2,2,4,1,3,2,2,1,2,1,2,2,3,3,0,3,3,3,4,4,10,4,5,2,2,3,0,Northeastern University Marine Science Center,87745,122,22,7
1,R_2rVjKbYRxeqM1RZ,TRUE,6,2,0,0,0,0,0,0,0,,11,30,711,0,,,4,4,2,3,4,3,3,4,4,3,4,7,4,7,4,8,8,8,8,8,8,2,3,2,3,3,3,3,5,5,4,4,4,4,4,2,3,3,3,2,2,2,3,3,3,3,0,4,3,3,4,4,11,3,5,3,2,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_1C74L3Yr4JGn96S,TRUE,7,2,1,0,0,0,0,0,0,,12,English,711,1,,,4,4,1,4,3,4,3,4,3,4,4,,,,,,,,,,,4,4,4,4,4,3,5,4,4,4,4,5,4,5,2,3,2,2,2,2,2,2,2,3,3,0,4,4,4,4,4,11,4,4,2,2,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_1ClQMhGXAshUoha,FALSE,7,2,0,0,0,0,0,0,0,,11,English,711,0,,,4,3,1,3,4,4,4,4,4,4,4,,,,,,,,,,,3,4,1,4,2,4,4,4,5,2,4,2,2,4,3,3,3,3,3,3,2,3,3,3,3,0,3,3,4,4,4,12,4,5,3,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_1FemjRKV8PWV5cS,FALSE,3,2,0,0,0,0,0,0,0,,7,Spanglish,711,1,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,3,1,2,5,5,5,5,5,5,3,3,3,3,1,2,1,3,3,3,3,0,5,4,4,4,4,12,2,4,3,2,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_3kIcjBycHjOsDQt,FALSE,2,2,0,0,0,0,0,0,0,,7,spanish,711,0,,,4,3,1,4,2,4,4,4,3,3,3,,,,,,,,,,,4,4,4,4,4,3,2,2,5,4,4,4,2,4,2,3,3,3,1,3,3,3,2,2,2,0,4,4,4,4,4,9,3,4,3,3,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_2AEfx71dP8Q99QS,FALSE,2,2,0,0,0,0,0,0,0,,7,spanish,711,1,,,4,4,1,4,3,2,2,4,2,3,1,,,,,,,,,,,4,4,4,3,4,1,5,2,5,5,5,5,4,4,3,3,2,3,3,3,3,3,2,2,2,0,5,4,4,4,3,6,3,4,3,3,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_3L4MSR00p4YDtbv,TRUE,7,2,1,0,0,0,0,0,0,,12,English,711,1,,,4,4,2,3,4,4,3,4,4,4,4,,,,,,,,,,,3,3,3,3,3,3,2,3,4,4,4,2,4,4,3,2,2,1,2,2,2,1,3,3,3,0,3,3,3,4,4,12,3,4,2,2,3,0,Northeastern University Marine Science Center,87745,122,22,7
1,R_xlRK7yPoH3KCSTT,TRUE,8,2,1,0,0,0,0,0,0,,12,20,711,1,,,4,4,2,4,4,4,4,4,4,4,4,7,7,7,7,8,8,8,8,8,8,2,3,2,3,3,3,5,4,5,4,2,4,4,5,3,1,2,3,2,3,3,2,3,3,3,0,3,3,3,4,4,12,4,5,2,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_SIUSLQsOeZw2JMZ,TRUE,6,2,0,1,0,0,0,0,0,,11,English,711,0,,,4,4,2,3,3,4,4,4,3,3,3,,,,,,,,,,,4,4,4,4,4,3,2,2,5,2,5,5,4,4,3,3,2,2,3,3,1,2,1,3,2,0,4,4,3,4,4,9,3,4,3,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
1,R_1IEnUwYiO83jDMl,TRUE,7,2,0,1,0,0,0,0,0,,11,20,711,0,,,4,4,2,3,3,3,4,4,3,3,4,7,7,7,7,7,4,7,7,7,7,4,4,3,4,3,3,2,3,5,4,5,5,4,4,2,2,2,1,2,2,1,1,2,3,2,0,5,4,3,4,4,10,3,4,2,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_3JrC0fh0d0P52df,FALSE,2,2,0,0,0,0,0,0,0,,7,"English,Spanish",711,0,,,4,4,1,4,,,,,4,3,4,,,,,,,,,,,4,4,3,1,3,1,5,2,5,4,4,4,4,4,3,3,3,2,3,1,3,3,2,2,2,0,4,3,4,4,,11,3,4,3,3,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_1joCvuNIOkR7inf,TRUE,7,2,1,0,0,0,0,0,0,,11,English,711,1,,,4,4,1,4,4,4,4,4,2,3,3,,,,,,,,,,,4,4,3,4,3,1,1,3,5,2,4,4,4,2,3,2,3,3,3,3,2,3,2,3,2,0,3,4,4,4,4,8,1,4,3,3,2,0,Northeastern University Marine Science Center,87745,122,22,7
1,R_2P0scUGn3Hm2Fzz,TRUE,7,2,1,0,0,0,0,0,0,,11,20,711,1,,,3,3,2,3,4,4,4,4,3,4,4,4,7,7,4,8,7,7,8,8,8,3,3,3,3,3,2,2,5,5,4,4,4,2,2,3,3,3,3,2,2,2,2,2,3,2,0,4,3,3,3,4,11,2,5,3,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_0d3FEyjK5F2UPFD,FALSE,2,2,0,0,0,0,0,0,0,,7,Spanish,711,1,,,3,4,2,2,4,4,4,4,3,4,3,,,,,,,,,,,4,4,4,4,4,4,4,4,4,5,5,4,4,5,2,2,2,2,3,3,2,2,3,3,3,0,5,4,3,3,4,10,4,4,2,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
1,R_3ptDoyJS48Zd3h0,TRUE,3,2,0,0,0,0,0,0,0,,7,30,711,1,,,3,4,2,3,3,3,4,4,3,3,3,8,7,7,7,7,7,8,7,8,7,3,3,4,4,4,3,4,5,5,4,4,4,4,5,2,3,3,2,3,2,2,3,2,2,3,0,4,4,3,3,4,9,4,5,3,3,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_3oQMJN4W3D2RaAI,FALSE,2,2,1,0,0,0,0,0,0,,7,French/creole/english,711,0,,,4,4,1,3,1,1,1,4,3,4,4,,,,,,,,,,,4,4,4,4,4,3,5,2,5,4,5,5,4,2,3,3,3,3,3,3,2,3,3,3,3,0,5,4,4,4,2,11,4,4,3,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_Y3vXQ1IKGpF6gKZ,TRUE,6,2,0,0,0,0,0,0,0,,11,English,711,1,,,4,4,2,4,4,4,4,4,3,4,3,,,,,,,,,,,4,4,3,4,4,2,2,4,4,4,5,4,4,4,2,2,1,2,1,1,1,2,2,3,2,0,4,4,3,4,4,10,2,4,2,1,2,0,Northeastern University Marine Science Center,87745,122,22,7
1,R_2ypXo8vpiylk8dC,TRUE,7,2,0,0,0,0,0,0,0,,11,30,711,1,,,4,4,2,4,4,4,4,4,3,4,3,7,7,7,7,7,7,8,7,8,8,4,4,3,4,4,3,3,4,5,4,4,5,4,4,3,3,1,2,3,3,3,3,2,2,2,0,4,4,3,4,4,10,3,5,2,3,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_vffjVvch9gfwiqt,FALSE,2,4,0,0,0,0,0,1,0,,7,english/spanish,711,1,,,3,3,2,3,3,1,1,3,2,2,3,,,,,,,,,,,4,4,4,4,4,3,2,5,5,2,2,4,1,1,2,3,2,2,2,2,2,2,2,2,2,0,3,4,3,3,2,7,3,5,2,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_1mhgnZ8XwqfqzA2,FALSE,2,2,0,0,0,0,0,0,0,,7,spanish,711,0,,,4,4,1,4,1,1,1,4,3,2,4,,,,,,,,,,,3,3,3,2,3,3,3,4,5,4,4,4,4,4,2,3,1,1,1,1,1,1,2,3,1,0,4,3,4,4,2,9,3,5,2,1,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_2rje2cATo8Jf4uf,FALSE,6,2,0,0,0,0,0,0,0,,11,spanish,711,0,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,5,4,4,5,5,5,5,5,2,3,3,3,3,2,2,3,2,2,2,0,5,4,4,4,4,12,5,4,3,3,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_3NF0kgcwVKUwemy,TRUE,7,2,0,0,0,0,0,0,0,,11,english and spanish,711,0,,,4,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,3,3,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,0,4,4,3,4,4,12,3,5,2,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
1,R_3EzMeKvoE6XpPIv,TRUE,8,2,0,0,0,0,0,0,0,,11,20,711,0,,,4,4,2,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,4,5,4,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,4,4,12,3,5,3,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_26fJJwL6OQ6tQO0,FALSE,2,2,0,0,0,0,0,0,0,,7,English and Spanish,711,0,,,4,3,2,3,1,2,3,4,2,2,3,,,,,,,,,,,3,3,1,3,3,2,3,1,4,2,4,2,2,2,3,2,2,1,3,3,2,3,3,3,3,0,3,3,3,3,3,7,3,3,2,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_2af1R33mqJEWNMK,FALSE,2,2,0,0,0,0,0,0,0,,7,spanish/english,711,1,,,2,2,3,3,3,3,3,4,2,3,3,,,,,,,,,,,3,4,3,4,4,1,2,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,0,4,4,2,2,3,8,2,4,2,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_2ZC9V9dLSzo0NDv,FALSE,7,2,1,0,0,0,0,0,0,,11,english,711,0,,,4,4,2,4,4,4,3,3,3,3,3,,,,,,,,,,,3,3,2,3,2,2,3,4,4,2,2,4,4,4,2,2,3,3,2,3,1,3,2,3,2,0,3,3,3,4,4,9,3,4,3,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_2Cj2hnr3R5qhvru,FALSE,6,2,0,0,0,0,0,0,0,,10,engish,711,0,,,3,4,2,3,4,3,4,4,4,4,3,,,,,,,,,,,3,4,3,3,3,3,2,4,5,4,4,4,2,2,3,2,2,2,1,2,1,2,1,3,2,0,4,3,3,3,4,11,3,5,2,2,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_2z6LctGcOpyDvzT,TRUE,2,2,0,0,0,0,0,0,0,,7,spanish,711,0,,,4,4,1,4,4,4,4,4,4,2,4,,,,,,,,,,,4,4,4,4,4,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,5,4,4,4,4,10,4,5,3,3,3,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_2c5AeKVwjy8OFSb,FALSE,3,2,0,0,0,0,0,0,0,,7,spanish and english,711,1,,,4,4,1,3,1,2,4,4,3,3,4,,,,,,,,,,,3,4,4,4,4,3,2,5,5,4,5,,4,4,3,3,3,3,3,2,3,2,2,2,3,0,,4,4,4,3,10,3,5,3,3,2,0,Northeastern University Marine Science Center,87745,122,22,7
0,R_2aOXIWkHEYGQPtv,TRUE,5,2,1,0,0,0,0,0,0,,10,English/Haitian Creole,692,0,,,3,3,2,3,3,3,3,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,4,5,4,5,4,4,4,4,2,3,2,2,3,3,2,3,3,3,3,0,4,4,3,3,3,12,4,5,2,3,3,0,Boys and Girls Club of Brockton,38085,56,3,1
0,R_vPNuADI6tQuTYzf,FALSE,5,1,1,0,0,0,0,0,0,,10,English,692,1,,,4,4,1,4,1,1,4,4,1,4,4,,,,,,,,,,,4,4,4,3,1,1,4,5,5,4,4,5,5,5,3,2,3,3,,,,,,,,1,4,3,4,4,3,9,3,5,3,,,0,Boys and Girls Club of Brockton,38085,56,3,1
0,R_1dFQTu9CXNix9FD,FALSE,4,2,1,0,0,0,0,0,0,,9,English,692,1,,,4,4,1,2,4,4,3,,4,3,4,,,,,,,,,,,3,4,3,3,3,3,3,4,,4,5,4,4,2,3,3,3,3,3,2,1,2,3,3,2,0,4,3,4,4,,11,3,,3,2,3,0,Boys and Girls Club of Brockton,38085,56,3,1
0,R_6RSBetIORDMngD7,TRUE,4,1,0,0,0,0,0,1,0,,9,English,692,0,,,3,3,2,4,4,,3,4,3,3,3,,,,,,,,,,,3,3,2,2,3,3,1,3,5,4,2,2,2,2,3,3,3,3,3,3,1,2,3,3,3,1,3,3,3,3,,9,2,4,3,2,3,0,Boys and Girls Club of Brockton,38085,56,3,1
0,R_28M8N95uugFnThX,FALSE,7,2,1,0,,1,1,0,0,,12,English,692,1,,,4,,2,3,4,4,3,4,4,4,4,,,,,,,,,,,3,3,4,2,3,2,5,2,5,2,4,2,2,2,3,3,3,3,2,3,1,2,2,3,3,0,3,3,3,,4,12,4,4,3,2,3,0,Boys and Girls Club of Brockton,38085,56,3,1
0,R_SOeS4OYWuaQXmyB,TRUE,6,1,1,0,0,0,0,0,0,,11,English,692,0,,,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,2,4,4,4,4,4,4,5,5,5,4,4,3,2,3,3,1,2,1,2,3,3,2,1,5,4,4,4,4,12,4,4,3,2,3,0,Boys and Girls Club of Brockton,38085,56,3,1
